"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Beretta, Giacomo";"Italie";"ST";"Cosenza";"0";"0";"950";"45620";"14.03.1992";"30.06.2026";"43036495";"1124"
"Senhadji, Yanis";"Espagne / Algérie";"ST";"Real Hispalis";"0";"0";"3690";"178940";"05.01.2005";"30.06.2028";"2000238351";"1733"
"Sule";"Espagne / Maroc";"ST";"Leganés";"0";"0";"1280";"1388430";"13.02.2006";"30.06.2027";"2000482176";"1678"
"Sissoko, Omar";"France / Mali";"ST";"Pau FC";"0";"0";"650";"1008490";"18.08.2006";"30.06.2027";"2000278474";"2090"
"Ameer Sabah";"Irak";"D/WB R";"Al-Shorta";"0";"0";"880";"2880";"03.06.1998";"31.07.2025";"23384154";"102849"
"Pol, Joan";"Espagne";"GK";"C.D. Ibiza";"0";"0";"560";"70920";"29.08.2005";"30.06.2026";"2000450524";"67276611"
"Revuelta, Álex";"Espagne";"D C";"Antoniano";"0";"0";"500";"48770";"16.04.2000";"30.06.2026";"67291518";"7443983"
"Champness, Joey";"Nouvelle-Zélande / Australie / Philippines";"AM RL";"-";"9";"0";"0";"0";"27.04.1997";"-";"15069417";"-1"
"Correia, Edmilson";"Guinée-Bissau / Cap-Vert";"AM RL, ST";"Avenir Sportif Roussonais";"2";"0";"0";"0";"06.06.2000";"-";"49063310";"50055330"
"Akinola, Ayo";"Canada / États-Unis / Nigeria";"AM RL, ST";"Vaduz";"4";"0";"4560";"154310";"20.01.2000";"30.06.2026";"20042816";"5720002"
"Hadji, Zachary";"France / Maroc";"ST";"Al-Najma Club";"0";"0";"5010";"13500";"08.10.1996";"30.06.2026";"85138168";"5626490"
"Khadda, Sofiane";"France";"AM LC";"FC Vesoul";"0";"0";"0";"0";"23.12.1991";"-";"85075116";"2084"
"De La Nava, Carlos";"Espagne";"AM C";"Unionistas";"0";"0";"1400";"105220";"21.04.1993";"30.06.2026";"67157541";"67243415"
"Fadiga, Hassimi";"France / Guinée";"AM LC";"Al-Arabi";"0";"0";"1560";"762650";"19.04.1997";"30.06.2026";"2000014076";"135245"
"Dunkley, Chey";"Angleterre / Jamaïque";"D C";"Chesterfield";"0";"0";"3480";"75040";"13.02.1992";"30.06.2027";"29036311";"634"
"Mirapeix, Diego";"Espagne";"D C";"Minera";"0";"0";"1240";"166430";"15.05.2000";"30.06.2026";"2000076401";"67179923"
"Grain, Jérémy";"France";"AM RL, ST";"FC Chauray";"0";"0";"450";"70830";"21.10.1994";"30.06.2026";"48034085";"8438823"
"Korsch, Stefan";"Allemagne";"AM RL";"1. FC Magdeburg";"0";"0";"670";"21110";"22.01.1999";"30.06.2026";"91209297";"2233"
"Fodé Doré";"Congo / Guinée";"ST";"Val d'Europe FC";"35";"10";"0";"0";"21.01.1989";"-";"85041478";"50078080"
"Vardin, Alexandre";"France / Guadeloupe";"D/WB R";"-";"0";"0";"0";"0";"18.09.1989";"-";"34011936";"-1"
"Evangelisti, Nicolò";"Italie";"D RC";"Cavese";"0";"0";"730";"226810";"17.03.2003";"30.06.2027";"43500244";"707648"
"Meiser, Tyler";"Allemagne / États-Unis";"D C";"Borussia M'gladbach";"0";"0";"7690";"1792430";"01.03.2007";"30.06.2028";"2000259383";"908"
"Sanz, Paco";"Espagne";"D C";"Alavés";"0";"0";"2080";"276680";"15.11.2004";"30.06.2029";"2000344533";"1688"
"Sandri, Mattia";"Italie";"DM";"Crotone";"0";"0";"2030";"238090";"04.04.2001";"30.06.2028";"43392152";"707654"
"Rodriguez, Alex";"Panama";"GK";"CA Independiente";"7";"0";"940";"12150";"05.08.1990";"30.06.2026";"80024667";"80010011"
"Daley-Campbell, Vontae";"Angleterre / Jamaïque";"D/WB R";"Chesterfield";"0";"0";"1740";"128260";"02.04.2001";"30.06.2026";"28116309";"634"
"Kitching, Mark";"Angleterre";"D LC";"York";"0";"0";"2090";"200450";"04.09.1995";"30.06.2027";"29103496";"744"
"Boltaboev, Jamshid";"Ouzbékistan";"D/WB R, DM, AM RLC";"Andijon";"4";"0";"3280";"310140";"03.10.1996";"31.12.2026";"59072027";"484435"
"Torreño, Salva";"Espagne";"D/WB R";"C.P. San Cristóbal";"0";"0";"530";"11720";"29.07.1991";"30.06.2026";"67282225";"67109614"
"Castillo, Rafa";"Espagne";"D/WB R";"C.P. Mijas";"0";"0";"480";"60800";"19.07.2000";"30.06.2026";"67280836";"2000295636"
"Jefferies, Dom";"Pays de Galles";"WB L, DM, AM LC";"Lincoln";"0";"0";"2900";"644420";"22.05.2002";"30.06.2028";"29234225";"675"
"Flochon, Sébastien";"France / Italie";"DM";"AS Saint-Priest";"0";"0";"510";"42180";"19.01.1993";"30.06.2026";"85050637";"2054"
"Contiliano, Nicolò";"Italie";"DM";"Cosenza";"0";"0";"1810";"1669130";"06.08.2004";"30.06.2027";"2000024663";"1124"
"Timoran, Marcelo";"Bolivie / Pérou / Espagne";"D/WB/AM L";"Córdoba";"0";"0";"1540";"438330";"08.07.2006";"30.06.2028";"2000456357";"1704"
"Ahmed Ibrahim";"Irak";"D C";"Zakho SC";"118";"5";"610";"1520";"25.02.1992";"31.07.2025";"23211401";"145742"
"Amey, Wisdom";"Italie / Togo / Nigeria";"D RC";"Pianese";"0";"0";"1420";"884190";"11.08.2005";"30.06.2027";"2000097938";"43076616"
"Kachunga, Elias";"R.D. Congo / Allemagne";"AM RC";"Cambridge";"1";"0";"4060";"59040";"22.04.1992";"30.06.2026";"92023622";"624"
"Adedeji, Jubril";"Angleterre / Nigeria";"AM L";"AaB";"0";"0";"2010";"422990";"25.05.2000";"30.06.2027";"28110664";"483"
"Santana, Ismael";"Espagne";"D/WB R, AM RLC";"Logroñés";"0";"0";"3720";"1403470";"18.01.2004";"30.06.2027";"2000131788";"67089705"
"Hudlin, Kyle";"Angleterre";"ST";"Nam Dinh";"0";"0";"1510";"178950";"15.06.2000";"31.12.2026";"2000062094";"5622886"
"Amegnaglo, David";"France / Allemagne";"AM RL";"Sport-Club Freiburg";"0";"0";"2880";"1383420";"28.01.2005";"30.06.2026";"2000197345";"944"
"Ramos, Gabi";"Espagne";"D R";"Pulpileño";"0";"0";"2120";"23230";"23.12.1986";"30.06.2026";"67106908";"67077458"
"Djaha, Akim";"Comores / France";"D/WB R";"Châteauroux";"3";"0";"1130";"69670";"14.09.1998";"30.06.2026";"85138874";"855"
"Fakhreddini, Seyed Milad";"Iran";"D/WB/AM R";"Mes Rafsanjan";"2";"0";"5590";"39090";"26.05.1990";"30.06.2026";"23123629";"23021294"
"Foulon, Gwenn";"France";"ST";"Châteauroux";"0";"0";"970";"34400";"20.10.1998";"30.06.2026";"48038822";"855"
"Wähling, Nicolas";"Allemagne / Angleterre";"AM RL, ST";"Carl Zeiss Jena";"0";"0";"3160";"103220";"24.08.1997";"30.06.2026";"91174806";"942"
"Yefremov, Anton";"Russie";"D C";"Atlético Pamplona";"0";"0";"1280";"79850";"11.06.2003";"30.06.2026";"2000082968";"1685"
"Mebude, Adedire";"Écosse / Nigeria / Angleterre";"AM RL";"Rizespor";"0";"0";"4330";"4054030";"28.05.2004";"30.06.2030";"61094109";"130366"
"Barbrook, Finley";"Angleterre";"DM";"Colchester";"0";"0";"1740";"2041600";"04.12.2004";"30.06.2026";"2000125526";"636"
"Matthews, Ross";"Écosse";"DM";"Raith Rovers";"0";"0";"930";"21760";"23.01.1996";"31.05.2026";"61064744";"1592"
"Tebili, David";"France / Côte d'Ivoire";"ST";"-";"0";"0";"0";"0";"15.02.2005";"-";"2000183132";"-1"
"Müller, Adrian";"Allemagne";"D L";"Holzhausen";"0";"0";"1050";"63340";"07.04.1996";"30.06.2026";"91196492";"2000077388"
"Capilla, Eneko";"Espagne / Pays Basque";"AM C";"Sanse";"0";"0";"2030";"30400";"13.06.1995";"30.06.2026";"67157531";"4200483"
"Gottwalt, Lukas";"Allemagne / Turquie";"D C";"FSV Frankfurt";"0";"0";"1380";"44860";"16.09.1997";"30.06.2026";"70103052";"930"
"Fressange, Alexandre";"Cameroun / France";"AM R, ST";"SAS Epinal";"0";"0";"510";"63340";"02.02.2001";"30.06.2026";"49039278";"881"
"Bakir, Alaa";"Jordanie / Allemagne / Palestine";"AM RLC, F C";"FC Emmen";"0";"0";"1250";"445700";"15.01.2001";"30.06.2026";"91177091";"1003"
"Scala, Salvatore";"Italie";"AM RL";"Pompei";"0";"0";"840";"150370";"07.03.2002";"30.06.2027";"43609880";"43066297"
"Riera, Sito";"Espagne";"AM RLC";"Manacor";"0";"0";"610";"6190";"05.01.1987";"30.06.2026";"1510495";"814647"
"Sørensen, Lasse";"Danemark";"D/WB R";"Huddersfield";"0";"0";"5800";"657720";"21.10.1999";"30.06.2027";"27119378";"664"
"Tunjov, Georgi";"Estonie";"AM C";"Pro Patria";"16";"0";"1330";"224710";"17.04.2001";"30.06.2026";"47070304";"2217"
"Romero, Elías";"Venezuela / Espagne";"DM";"Torre del Mar";"0";"0";"1480";"267420";"12.07.1996";"30.06.2026";"86039436";"2000111726"
"Armental, Adrián";"Espagne";"AM RLC";"Compostela";"0";"0";"1370";"18490";"24.07.1990";"30.06.2026";"67088385";"1752"
"Probst, Eduard";"Allemagne / Russie";"AM RC, F C";"Rödinghausen";"0";"0";"2970";"94620";"24.03.2001";"30.06.2026";"2000191419";"35116978"
"Kopotun, Vladyslav";"Ukraine";"AM RLC, F C";"Alcorcón";"0";"0";"1540";"195480";"21.10.2000";"30.06.2026";"2000274878";"810090"
"Bandaogo, Abdoul";"Burkina Faso";"DM";"Socuéllamos";"6";"0";"940";"144850";"31.05.1998";"30.06.2026";"67293837";"814957"
"Durimel, Alexandre";"France / Martinique";"D C";"Stade Poitevin FC";"0";"0";"630";"9290";"16.03.1990";"30.06.2026";"85019588";"85042138"
"Salmin Atiq";"Qatar";"AM RL";"-";"0";"0";"0";"0";"11.01.1997";"-";"23442074";"-1"
"Pannitteri, Orazio";"Italie";"AM RLC";"Siracusa";"0";"0";"910";"169170";"17.08.1999";"30.06.2027";"43254172";"3804379"
"Dorrington, Alfie";"Angleterre";"D C";"Salford";"0";"0";"9280";"4077010";"20.04.2005";"30.06.2029";"2000123637";"5103842"
"Uri";"Espagne";"DM";"Hospitalet";"0";"0";"650";"15850";"02.02.1992";"30.06.2026";"2000145951";"4203009"
"Sankoh, Baïssama";"Guinée / France";"DM";"US Pays du Valois";"20";"0";"910";"48490";"20.03.1992";"30.06.2026";"85097012";"50087400"
"Amos, Danny";"Irlande du Nord / Angleterre";"D/WB L";"Glentoran";"0";"0";"640";"74100";"22.12.1999";"30.06.2026";"29174695";"1282"
"Rieble, Nico";"Allemagne";"D LC";"RW Hadamar";"0";"0";"1000";"60170";"22.08.1995";"30.06.2026";"91150177";"35117251"
"Ndollo Bille, Wilfried";"Cameroun";"D/WB R";"Montpellier";"0";"0";"790";"526100";"15.04.2005";"30.06.2027";"2000291042";"859"
"Waad, Fahad";"Irak";"D/WB L";"Al-Wakrah";"0";"0";"9230";"840730";"18.09.1999";"30.06.2027";"2000040205";"135411"
"Ethyan";"Espagne";"ST";"Muaither";"0";"0";"9320";"1167680";"06.06.2002";"30.06.2027";"2000086291";"1032767"
"Hani, Omar";"Jordanie";"AM RL";"Al-Faisaly";"3";"0";"580";"54100";"27.06.1999";"30.06.2026";"64039260";"135253"
"Yavorsky, Nathan";"France";"GK";"FC Versailles";"0";"0";"1140";"135330";"19.06.2001";"30.06.2027";"49060577";"2083"
"Ortega, José";"Espagne";"GK";"Sabadell";"0";"0";"620";"24960";"25.11.1991";"30.06.2026";"67093605";"1675"
"Torrasi, Emanuele";"Italie";"DM";"Juve Stabia";"0";"0";"1540";"176780";"16.03.1999";"30.06.2027";"43266801";"1138"
"Gemignani, Andrea";"Italie";"D/WB RL";"Picerno";"0";"0";"720";"102920";"13.02.1996";"30.06.2026";"43124753";"43065074"
"Leuko, Serge";"Cameroun";"D/WB R";"S.F.C. Minerva";"6";"0";"1050";"85650";"04.08.1993";"30.06.2026";"67158055";"31041733"
"Zajusch, Marcel";"Pologne / Allemagne";"D/WB L";"1. FC Magdeburg";"0";"0";"960";"281950";"19.08.2006";"30.06.2027";"2000182170";"2233"
"Romany, Jérémy";"France / Martinique";"D C";"-";"0";"0";"0";"0";"20.04.1990";"-";"50048467";"-1"
"Wright, Akil";"Angleterre / Jamaïque";"D RC, DM";"Ross County";"0";"0";"2320";"93960";"13.05.1996";"31.05.2027";"90055311";"1593"
"Ouadah, Mohamed";"France / Algérie";"AM LC";"Paris 13 Atlético";"0";"0";"770";"64940";"31.08.1994";"30.06.2026";"50072905";"2000020415"
"Rosenfelder, Marco";"France";"D/WB/M L";"-";"0";"0";"0";"0";"19.07.1993";"-";"85028016";"-1"
"Aller, Eder";"Espagne";"GK";"Barcelone";"0";"0";"1620";"707750";"04.04.2007";"30.06.2028";"2000298440";"1708"
"Leggio, Thomas";"Italie";"ST";"Como";"0";"0";"260";"300740";"25.05.2008";"30.06.2027";"2000390984";"1123"
"Ibragimov, Amir";"Angleterre / Russie";"AM RLC";"Man Utd";"0";"0";"2900";"5568000";"02.04.2008";"30.06.2028";"2000392429";"680"
"Naamo, Dario";"Irak / Finlande";"D/WB R, AM RL";"Dundee United";"0";"0";"1740";"742400";"14.05.2005";"31.05.2028";"2000159416";"1556"
"Benassai, Francesco";"Italie";"D C";"Vicenza";"0";"0";"1920";"192850";"19.05.1998";"30.06.2027";"43212524";"1181"
"Caro, José Antonio";"Espagne";"D C";"C.D. Estepona";"0";"0";"1240";"108340";"08.03.1993";"30.06.2026";"67175524";"2000034642"
"José Carlos";"Espagne";"D C";"Huelva";"0";"0";"5530";"212880";"10.05.1996";"30.06.2026";"67202349";"1751"
"Patrão, Tony";"France / Portugal";"ST";"Salon Bel Air";"0";"0";"0";"0";"19.02.1986";"-";"85044088";"50042162"
"Johnson, Zak";"Angleterre";"D C";"York";"0";"0";"2200";"111150";"25.05.2005";"30.06.2026";"2000144013";"744"
"Oné, Ryan";"Écosse / France";"AM L, ST";"Lincoln";"0";"0";"1160";"10300800";"26.06.2006";"30.06.2029";"2000188148";"675"
"Olakigbe, Michael";"Angleterre / Nigeria";"AM RLC";"Swindon";"0";"0";"13920";"747040";"23.04.2004";"30.06.2028";"2000042503";"725"
"Bumbu, Jonathan";"France / R.D. Congo";"AM C";"Tadamun";"0";"0";"960";"574610";"11.02.1999";"30.06.2026";"49038211";"135248"
"Telib, Selim";"Égypte / Allemagne";"DM";"Hertha BSC";"0";"0";"1540";"329310";"14.03.2006";"30.06.2027";"2000280742";"2247"
"Thaqi, Albin";"Allemagne / Kosovo";"D C, DM";"Wattenscheid";"0";"0";"1260";"71780";"28.03.2002";"30.06.2026";"91187655";"963"
"Motoc, Andrei";"Moldavie / Roumanie / Italie";"D C";"Trapani";"1";"0";"940";"192140";"13.04.2002";"30.06.2027";"43617527";"1175"
"Piermarini, Mattia";"Italie";"D C";"Casciavit";"0";"0";"1990";"252620";"13.03.2006";"30.06.2028";"2000221695";"1099"
"Showunmi, Tola";"Angleterre / Nigeria";"ST";"Louisville";"0";"0";"820";"278230";"03.07.2000";"30.11.2027";"2000159208";"20032876"
"Diallo, Mamadou";"Guinée / Sénégal / France";"AM RL, ST";"GOAL FC";"2";"0";"1110";"146100";"19.09.1994";"30.06.2026";"85140353";"2000020418"
"Ly, Akhibou";"Sénégal";"AM C";"Voltigeurs Châteaubriant";"0";"0";"570";"89880";"28.12.1998";"30.06.2026";"13194510";"1987"
"Karwot, Meik";"Allemagne";"DM";"Jetisu";"0";"0";"830";"347999990";"27.02.1993";"31.12.2026";"91105635";"484478"
"Elding, Owen";"Irlande / Angleterre";"AM R, ST";"Hibernian";"0";"0";"1740";"365630";"07.03.2006";"31.05.2030";"2000302855";"1575"
"Stanway, Wyll";"Angleterre";"GK";"Barrow";"0";"0";"930";"134080";"21.05.2001";"30.06.2026";"2000156708";"607"
"Heubach, Tim";"Allemagne";"D C";"Jüchen";"0";"0";"660";"7600";"12.05.1988";"30.06.2026";"91003893";"91157258"
"Lecolier, Martin";"France";"AM RL, ST";"US Boulogne CO";"0";"0";"800";"272170";"24.06.2003";"30.06.2027";"2000101387";"2002"
"Prouchet, Killian";"France";"D/WB R";"Paris FC";"0";"0";"650";"828050";"23.01.2005";"30.06.2026";"2000205023";"867"
"Maurizii, Emanuele";"Italie";"D/WB L";"Club Milano";"0";"0";"780";"105560";"02.02.2001";"30.06.2026";"43373978";"2000020726"
"Heinz, Jonas";"Italie";"D RC";"Casertana";"0";"0";"690";"188470";"21.03.2003";"30.06.2026";"43500373";"2191"
"Taillan, Robin";"France";"D/WB/M R";"RCO Agde";"0";"0";"890";"52200";"27.05.1992";"30.06.2026";"85140654";"1965"
"Digby, Paul";"Angleterre";"D C, DM";"Dundee";"0";"0";"1740";"49090";"02.02.1995";"31.05.2027";"29087366";"1555"
"Bourlès, Redwan";"France";"AM LC";"FCSM";"0";"0";"580";"150770";"02.01.2003";"30.06.2026";"49059198";"2009"
"Sanusi, Trevan";"Angleterre";"AM L";"FC Lorient";"0";"0";"2090";"6245440";"25.04.2007";"30.06.2028";"2000302092";"2005"
"Fiordaliso, Alessandro";"Italie";"D RC";"Bra";"0";"0";"1010";"125790";"20.03.1999";"30.06.2026";"43270694";"831114"
"Sergio, Rémi";"France";"DM, AM C";"Marignane GCB FC";"0";"0";"0";"0";"01.12.1987";"-";"8439535";"2000188795"
"Álvaro Juan";"Espagne";"AM RC, F C";"Ferrol";"0";"0";"1050";"153060";"20.10.1999";"30.06.2026";"2000081462";"1727"
"Moussadek, Djamal";"France / Maroc / Cameroun";"D C";"FC Versailles";"0";"0";"1690";"201270";"03.04.2002";"30.06.2026";"49063028";"2083"
"Vasquez, Eric";"Panama";"D LC, DM";"-";"10";"0";"0";"0";"01.08.1988";"-";"80011996";"-1"
"Matlaba, Thabo";"Afrique du Sud";"D/WB RL, M L";"Golden Arrows";"24";"1";"1830";"11300";"13.12.1987";"30.06.2026";"65010073";"131270"
"Browne, Omar";"Panama";"AM R, ST";"Plaza Amador";"13";"0";"870";"27970";"03.05.1994";"30.06.2026";"80024923";"308262"
"Angileri, Antony";"Italie";"D RLC";"Monopoli";"0";"0";"1720";"203000";"27.03.2001";"30.06.2028";"43373435";"7983734"
"Kristal, Patrik";"Estonie";"AM C";"1. FC Köln";"5";"0";"1540";"2361840";"12.11.2007";"30.06.2029";"2000330947";"916"
"Pillot, Rémi";"France";"GK";"Racing Besançon";"0";"0";"530";"29500";"27.07.1990";"30.06.2026";"85028013";"85125002"
"Salamone, Mickaël";"France / Italie";"GK";"Nîmes";"0";"0";"600";"46110";"27.05.1992";"30.06.2026";"85057913";"860"
"Dickes, Fernando";"Allemagne";"GK";"Hamburger SV";"0";"0";"3850";"1628030";"13.10.2007";"30.06.2028";"2000312010";"947"
"Longoni, Alessandro";"Italie";"GK";"Casciavit";"0";"0";"1050";"812010";"31.01.2008";"30.06.2026";"2000336209";"1099"
"Diarrassouba, Tidiane";"France / Côte d'Ivoire";"ST";"Reims";"0";"0";"480";"3805410";"29.08.2008";"30.06.2028";"2000392886";"2047"
"Dirnberger, Sebastian";"Autriche";"D C";"SW Bregenz";"0";"0";"3000";"422240";"20.10.1997";"30.06.2026";"16155560";"6002479"
"Heneghan, Ben";"Angleterre / Irlande";"D C";"Port Vale";"0";"0";"4640";"83280";"19.09.1993";"30.06.2026";"28058226";"698"
"Tucker, Jack";"Angleterre";"D C, DM";"Colchester";"0";"0";"2320";"323640";"13.11.1999";"30.06.2027";"29181570";"636"
"Raúl González";"Espagne";"D C, DM";"Alcoyano";"0";"0";"2400";"92790";"13.11.1992";"30.06.2026";"67176110";"1689"
"Stockton, Cole";"Angleterre";"ST";"Salford";"0";"0";"3480";"97090";"13.03.1994";"30.06.2026";"29072565";"5103842"
"Pressley, Aaron";"Écosse";"ST";"Walsall";"0";"0";"3130";"220790";"07.11.2001";"30.06.2028";"29192990";"731"
"Davies, Will";"Angleterre";"ST";"Fleetwood";"0";"0";"2090";"167040";"06.06.1999";"30.06.2027";"2000183523";"5103834"
"Chang, Alfie";"Angleterre";"DM";"Walsall";"0";"0";"2320";"547520";"04.09.2002";"30.06.2026";"29232947";"731"
"Hooi, Elson";"Curaçao / Pays-Bas";"AM RL";"Nara Utd";"38";"10";"2360";"20840";"01.10.1991";"30.06.2026";"168204";"23148593"
"Rentería, Emilio";"Venezuela / États-Unis / Espagne";"AM R, ST";"-";"9";"0";"0";"0";"09.10.1984";"-";"5300076";"-1"
"Johnston, Carl";"Irlande du Nord";"D/WB R";"Peterborough";"0";"0";"4640";"636500";"29.05.2002";"30.06.2027";"29217699";"696"
"Diakhaby, Adama";"France / Sénégal";"AM RC, F C";"SV Waldhof Mannheim 07";"0";"0";"3440";"166160";"05.07.1996";"30.06.2026";"85121813";"943"
"Rubayo, Neco";"Espagne";"AM C";"Toledo";"0";"0";"890";"94620";"02.12.2002";"30.06.2026";"2000111024";"1671"
"Pepple, Aribim";"Canada / Angleterre / Nigeria";"ST";"Plymouth";"0";"0";"4640";"967440";"25.12.2002";"30.06.2029";"20503375";"697"
"Digberekou, Ibrahim";"Belgique / Ghana";"D C";"KSC Lokeren";"0";"0";"4810";"55420";"22.02.2005";"30.06.2026";"2000116656";"536364"
"Bianchi, Nicolò";"Italie";"DM";"Arzignano";"0";"0";"910";"54800";"24.02.1992";"30.06.2026";"43092926";"43156731"
"De Rosa, Roberto";"Italie";"DM";"Giugliano";"0";"0";"780";"130020";"21.10.1994";"30.06.2027";"43116761";"108986"
"Sissoko, Pape Niama";"Mali";"ST";"Nancy";"0";"0";"480";"438280";"16.12.2005";"30.06.2028";"2000329200";"827"
"Bachuri";"Espagne";"ST";"Gévora";"0";"0";"480";"56300";"18.04.2004";"30.06.2026";"2000303409";"2000380375"
"Siebeck, Alexander";"Allemagne";"D/WB L, DM, AM LC";"Lok Leipzig";"0";"0";"1940";"66090";"03.11.1993";"30.06.2026";"91167758";"3600077"
"Yobé, Léo";"France";"AM RC";"Stade Briochin";"0";"0";"1200";"120420";"10.09.1998";"30.06.2026";"50084771";"878"
"Gift, Elijah";"Espagne / Cuba / Pays Basque";"AM RL, ST";"A. Bilbao";"0";"0";"1020";"761880";"11.06.2006";"30.06.2028";"2000191847";"1664"
"Morelli, Gabriele";"Italie";"D/WB R";"Trapani";"0";"0";"1370";"142100";"12.12.1996";"30.06.2027";"43094319";"1175"
"Mesa, Rubén";"Espagne";"ST";"Minera";"0";"0";"800";"27010";"16.01.1992";"30.06.2026";"67153890";"67179923"
"Uriarte, Kepa";"Espagne / Pays Basque";"AM LC";"-";"0";"0";"0";"0";"23.02.2002";"-";"67277833";"-1"
"Pierrot, Théo";"France";"DM";"RFC Liège";"0";"0";"850";"216430";"01.01.1994";"30.06.2026";"85100465";"254"
"Grösch, Marius";"Allemagne";"D C, DM";"Barockstadt";"0";"0";"800";"37200";"07.03.1994";"30.06.2026";"91124356";"35140224"
"Nieto, Dani";"Espagne";"AM RL";"Poblense";"0";"0";"800";"18990";"04.05.1991";"30.06.2026";"67046587";"814641"
"Loreto, Ciro";"Italie";"D LC";"Cavese";"0";"0";"820";"191720";"02.09.1998";"30.06.2028";"43286118";"707648"
"Gameiro, Alexandre";"France / Portugal";"D/WB/M R";"EFC Fréjus Saint-Raphaël";"0";"0";"810";"116120";"18.01.1999";"30.06.2026";"48044409";"85038848"
"Kamal, Mustafa";"Jordanie";"D/WB L";"Al-Wehdat";"3";"0";"700";"65360";"12.02.1995";"30.06.2026";"64042479";"135258"
"Jurado, Marc";"Espagne";"D/WB RL";"Cartagena";"0";"0";"1130";"509380";"13.04.2004";"30.06.2027";"2000032704";"4203003"
"Lippmann, Clemens";"Allemagne";"D RLC, DM, ST";"TSV 1860 München";"0";"0";"3820";"862130";"29.06.2006";"30.06.2026";"2000274755";"955"
"Joachims, Simon";"Allemagne";"AM RLC";"Homburg";"0";"0";"3070";"137840";"06.12.2001";"30.06.2027";"91201953";"3601820"
"Choplin, Jérémy";"France";"D C";"Afa";"0";"0";"0";"0";"09.02.1985";"-";"8431813";"34002535"
"Moltenis, Boris";"Martinique / France";"D C";"Ponferrada";"5";"0";"1460";"147260";"08.05.1999";"30.06.2026";"48043020";"4212307"
"Serpeta";"Espagne";"AM RL, ST";"Unionistas";"0";"0";"1830";"279130";"07.04.2000";"30.06.2028";"67277716";"67243415"
"Best, Kian";"Angleterre";"D LC";"Chelsea";"0";"0";"3340";"387320";"27.08.2005";"30.06.2027";"2000112601";"630"
"David Sánchez";"Espagne";"DM";"Moscardó";"0";"0";"500";"56160";"07.09.1999";"30.06.2026";"2000028429";"4212259"
"Kelly, Liam";"Irlande / Angleterre";"DM, AM C";"MK Dons";"0";"0";"4060";"170190";"22.11.1995";"30.06.2026";"28086117";"151027"
"Mahamoud, Adel";"Comores / France";"AM L, ST";"SAS Epinal";"10";"1";"560";"78190";"04.02.2003";"30.06.2026";"49061718";"881"
"Owusu, Mike";"Allemagne / Ghana";"AM RC";"Hohkeppel";"0";"0";"1260";"92030";"20.05.1995";"30.06.2027";"92090308";"2000074286"
"Gaddini, Mattia";"Italie";"AM RL";"Carpi";"0";"0";"1590";"439840";"17.12.2002";"30.06.2027";"43606838";"1115"
"Pintor, Lenny";"France / Martinique";"AM RL";"Eyüpspor";"0";"0";"1650";"91160";"05.08.2000";"30.06.2027";"49038337";"130289"
"Maynard-Brewer, Ashley";"Australie / Angleterre";"GK";"Dundee United";"0";"0";"2900";"87040";"25.06.1999";"31.05.2026";"29151100";"1556"
"Ombra, Francesco";"Italie";"GK";"Casentino";"0";"0";"0";"0";"05.09.2002";"-";"43606996";"43076759"
"Klanac, Leon";"Allemagne / Croatie";"GK";"FC Bayern München";"0";"0";"1920";"457130";"01.03.2007";"30.06.2027";"2000259380";"915"
"Tavares, Aílson";"Cap-Vert / Portugal";"DM";"Betar Jérusalem";"2";"0";"4630";"204280";"20.07.1998";"31.05.2027";"83191278";"1083"
"Samuel Rodríguez";"Espagne";"D L";"Alcorcón";"0";"0";"600";"248870";"08.12.2004";"30.06.2026";"2000128026";"810090"
"Bordo, Lorenzo";"Italie";"DM";"Monopoli";"0";"0";"1820";"226180";"05.01.1996";"30.06.2028";"43159537";"7983734"
"Hale, Rory";"Irlande / Irlande du Nord";"AM C";"Cliftonville";"0";"0";"870";"211580";"27.11.1996";"30.06.2027";"28090340";"1277"
"Dyche, Max";"Angleterre";"D C";"Northampton";"0";"0";"1160";"273470";"22.02.2003";"30.06.2027";"29237702";"689"
"Adilehou, Moïse";"Bénin / France";"D RC, DM";"Laval MFC";"15";"1";"680";"77410";"01.11.1995";"30.06.2027";"55042047";"2062"
"Straub, Steffen";"Allemagne";"AM RLC";"Arm. Ludwigshafen";"0";"0";"900";"47910";"14.06.1994";"30.06.2026";"91143548";"35103833"
"Dumrath, Bela";"Allemagne / Suisse";"GK";"St. Gallen";"0";"0";"940";"26860";"18.11.2003";"30.06.2027";"2000054708";"1853"
"Pekruhl, Fabian";"Allemagne";"GK";"Sportclub Verl";"0";"0";"800";"55420";"14.02.1999";"30.06.2026";"2000261875";"121196"
"Böhm, Phillip";"Allemagne";"GK";"SC Austria Lustenau";"0";"0";"1260";"196540";"12.02.2002";"30.06.2026";"2000273619";"106363"
"Beobide, Jagoba";"Espagne / Pays Basque";"DM";"-";"0";"0";"0";"0";"19.02.1987";"-";"67009190";"-1"
"Astrologo, Andrea";"Italie";"DM";"AlbinoLeffe";"0";"0";"1230";"144800";"06.04.2002";"30.06.2026";"43424568";"1142"
"Muguruza, Aritz";"Espagne / Pays Basque";"D C";"Logroñés";"0";"0";"600";"45740";"08.12.2001";"30.06.2026";"2000227346";"67089705"
